sf2PPeXQrUA_000000_000010#enc2zh#0 一个男孩踢了一个领域的足球，一个女孩在它之后奔跑
fh64vbutTrI_000141_000151#enc2zh#3 一个年轻人在海滩上建立沙子城堡沙子城堡
fh64vbutTrI_000141_000151#enc2zh#4 一个人的时间间隔录影在海滩建造沙堡和当它完成时他离开了
fh64vbutTrI_000141_000151#enc2zh#5 一个男人在海滩上建造一个沙漠与护城河和门
fh64vbutTrI_000141_000151#enc2zh#6 一个男人在风景秀丽的海滩上建一个小沙子城堡
fh64vbutTrI_000141_000151#enc2zh#7 一个人在海滩建造一个沙子城堡与海洋在背景中
fh64vbutTrI_000141_000151#enc2zh#8 一个男人制作一个小沙子，然后离开它
fh64vbutTrI_000141_000151#enc2zh#9 一个带着条纹的黑白衬衫的男人制作沙堡
syqGFVCbDWQ_000003_000013#enc2zh#0 一个男人展示了一些铺设在地面的女人的东西
syqGFVCbDWQ_000003_000013#enc2zh#1 有一个女人躺在地板上的一些垫子，而一个男人在她的腿上
syqGFVCbDWQ_000003_000013#enc2zh#2 一个男人正在展示如何正确伸展伴侣
syqGFVCbDWQ_000003_000013#enc2zh#3 一个男人抱着一个女人躺在靠垫上的女人
syqGFVCbDWQ_000003_000013#enc2zh#4 一个男人在女人前面跪下，然后触动她的左腿
syqGFVCbDWQ_000003_000013#enc2zh#5 在一个开放的房间，一个女人在瑜伽垫上躺在一个轻松的位置，而一个人正在解释一种技术
syqGFVCbDWQ_000003_000013#enc2zh#6 在地板上的垫子上，一位女士躺着，而一个男人推在她的腿上
syqGFVCbDWQ_000003_000013#enc2zh#7 一个男人谈到一个正在铺设的女人的身体上
syqGFVCbDWQ_000003_000013#enc2zh#8 一位女士躺在床上，一个男人按他的腿上说了些什么
syqGFVCbDWQ_000003_000013#enc2zh#9 一个女人躺在地板上，而一个年轻人用手向她的腿施加压力
x2fEWmcJXjg_000008_000018#enc2zh#0 一个婴儿拿着一块包装纸，因为礼物正在被打开
x2fEWmcJXjg_000008_000018#enc2zh#1 一个婴儿和她的父母在地板上玩一块彩色纸
x2fEWmcJXjg_000008_000018#enc2zh#2 一个人展示了一个婴儿在垫子上的播放方式
x2fEWmcJXjg_000008_000018#enc2zh#3 妈妈和她的婴儿玩各种物品看起来像礼物
x2fEWmcJXjg_000008_000018#enc2zh#4 一个婴儿坐在地板上拿着一张纸，一个女人试图从宝宝中拿走它
x2fEWmcJXjg_000008_000018#enc2zh#5 有人试图从地板上的婴儿中拿一张包装纸，但婴儿抵抗
x2fEWmcJXjg_000008_000018#enc2zh#6 一个坐在房间里的孩子打开一个礼物，而女人在背景中谈论
x2fEWmcJXjg_000008_000018#enc2zh#7 一个婴儿坐在地板上一个现在，是哇哇哇哇哇哇哇哇哇哇
x2fEWmcJXjg_000008_000018#enc2zh#8 一个婴儿正在展开礼物，对包装纸更感兴趣，而不是礼物本身
x2fEWmcJXjg_000008_000018#enc2zh#9 正在被录制的婴儿在一个女人的帮助下打开它的礼物
COrYGNIyI7Y_000230_000240#enc2zh#0 一个男人在手里拿着一个披萨，然后他把它放在桌子上，开始用刀子用刀子在另外两个男人面前切割
COrYGNIyI7Y_000230_000240#enc2zh#1 一堆伙计们正在坐在烤箱里吃披萨
COrYGNIyI7Y_000230_000240#enc2zh#2 一名年轻男子从烤箱中移除披萨，给另一个年轻人送到另一个年轻人和其他年轻人去的桌子
COrYGNIyI7Y_000230_000240#enc2zh#3 三名男子对待食物和一个品尝其中一些
COrYGNIyI7Y_000230_000240#enc2zh#4 一个男人拿出烤箱的披萨，另一个男人吃了一块笨蛋
COrYGNIyI7Y_000230_000240#enc2zh#5 几十青少年正在制作披萨和吃一些肉
COrYGNIyI7Y_000230_000240#enc2zh#6 他们从烤箱中取出披萨，坐下来吃饭
COrYGNIyI7Y_000230_000240#enc2zh#7 几个人把食物从烤箱上坐下来坐在桌子上讨论食物
COrYGNIyI7Y_000230_000240#enc2zh#8 在烤箱中烹饪披萨的家庭，在烤箱里烹饪其他肉
COrYGNIyI7Y_000230_000240#enc2zh#9 一群人取出披萨然后坐在一张桌子吃各种食物
Yqd0U012_Hw_000368_000378#enc2zh#0 有人在使用电脑化电脑的电脑下棋，使用电子钻孔和闪烁的灯光可见
Yqd0U012_Hw_000368_000378#enc2zh#1 一个人在板上移动棋子并按下计时器
Yqd0U012_Hw_000368_000378#enc2zh#2 显示棋盘，并随着手在嘟嘟声中移动碎片
Yqd0U012_Hw_000368_000378#enc2zh#3 一个人在棋盘上搬家，把其中一个碎片放在董事会上
Yqd0U012_Hw_000368_000378#enc2zh#4 计时器走出去，有人在棋盘上移动然后点击计时器
Yqd0U012_Hw_000368_000378#enc2zh#5 一个人在电子棋盘上移动黑白片
Yqd0U012_Hw_000368_000378#enc2zh#6 一个男人正在玩一些国际象棋，而是看起来像电脑的东西
Yqd0U012_Hw_000368_000378#enc2zh#7 四个红灯在一个方形上闪烁，因为一个人在棋盘上移动棋子
Yqd0U012_Hw_000368_000378#enc2zh#8 下棋的一个人移动一块并从另一个球员拍一块
Yqd0U012_Hw_000368_000378#enc2zh#9 白色长袖衬衫的人正在下棋，使用白池塘举动
nflG2ce8VY8_000294_000304#enc2zh#0 洗涤他的手的一个幼小孩子在自来水下，当谈话时
nflG2ce8VY8_000294_000304#enc2zh#1 在浴室儿童唱歌，同时洗手在自来水下
nflG2ce8VY8_000294_000304#enc2zh#2 一个人在自来水的水槽中彻底洗手
nflG2ce8VY8_000294_000304#enc2zh#3 孩子正在用水跑步洗手，他们正在跑来唱一首歌
nflG2ce8VY8_000294_000304#enc2zh#4 一个幼儿唱着字母歌曲，因为他们在水槽里洗手
nflG2ce8VY8_000294_000304#enc2zh#5 在他唱歌时，看着一个年轻的孩子在水槽洗手
nflG2ce8VY8_000294_000304#enc2zh#6 一个孩子在跑步点下唱歌和洗手
nflG2ce8VY8_000294_000304#enc2zh#7 当他弄湿他的衬衫时，一个孩子在水槽里洗手
nflG2ce8VY8_000294_000304#enc2zh#8 一个年轻的女孩用水槽的水在浴室里洗手
nflG2ce8VY8_000294_000304#enc2zh#9 关闭洗他的手的一个年轻男孩在水槽和得到他的袖子弄湿，当唱一首歌时
9dpvCH9fcIc_000343_000353#enc2zh#0 树修剪器在树上并用链条锯切割肢体
9dpvCH9fcIc_000343_000353#enc2zh#1 一个男人挂着一根绳子，用一把锯砍伐树木
9dpvCH9fcIc_000343_000353#enc2zh#2 一个人在一棵树中，绳索和锯条切割
9dpvCH9fcIc_000343_000353#enc2zh#3 一个男人在一棵树枝上的树枝上，叫声锯
9dpvCH9fcIc_000343_000353#enc2zh#4 一个人从带有链条锯的树上修剪肢体
9dpvCH9fcIc_000343_000353#enc2zh#5 一个男人在一棵树上高达，被偏出肢体
9dpvCH9fcIc_000343_000353#enc2zh#6 橙色衬衣的一个人修剪树，当站立在分支中
9dpvCH9fcIc_000343_000353#enc2zh#7 一个有防护磨损和悬挂的人，悬挂着树的绳子
9dpvCH9fcIc_000343_000353#enc2zh#8 一个男人被绳子被绳子抱着，并拿着一个锯切割树
9dpvCH9fcIc_000343_000353#enc2zh#9 一个橙色安全帽的男人在树枝上悬挂在树枝上
N0jrPWhNhwU_000004_000014#enc2zh#0 这两个男孩在公园里展示了呼啦圈跳舞的技能
N0jrPWhNhwU_000004_000014#enc2zh#1 男孩们玩并制作他们的呼啦圈在公园里的运动，而别人笑
N0jrPWhNhwU_000004_000014#enc2zh#2 试图在操场上尝试玩呼啦圈的两个男孩
N0jrPWhNhwU_000004_000014#enc2zh#3 两个男孩在公园里和呼啦圈一起玩，并在腰部旋转它们
N0jrPWhNhwU_000004_000014#enc2zh#4 两个男孩玩呼啦圈，笑着笑着笑
N0jrPWhNhwU_000004_000014#enc2zh#5 男孩试图旋转呼啦圈对身体的旋转
N0jrPWhNhwU_000004_000014#enc2zh#6 几个男孩玩红色和黄色的呼啦圈
N0jrPWhNhwU_000004_000014#enc2zh#7 两个男孩试图呼唤箍，因为相机背后的人笑了
N0jrPWhNhwU_000004_000014#enc2zh#8 两个孩子在操场上玩呼啦圈，有人嘲笑他们
N0jrPWhNhwU_000004_000014#enc2zh#9 几个男孩试图用呼啦圈做诡计
HCvhz5HkpF4_000078_000088#enc2zh#0 孩子和两个成年人装饰圣诞树，而音乐在背景中播放
HCvhz5HkpF4_000078_000088#enc2zh#1 一个女人和一个小女孩装饰一棵圣诞树，当罗宾在圣诞树戏剧附近
HCvhz5HkpF4_000078_000088#enc2zh#2 一个家庭装饰他们的圣诞树到圣诞树周围的假日歌曲摇滚
HCvhz5HkpF4_000078_000088#enc2zh#3 一个女人和一个男人用一个年轻的女孩装饰一棵圣诞树，他们是挂装饰品
HCvhz5HkpF4_000078_000088#enc2zh#4 一个孩子和成年人装饰与圣诞节音乐的圣诞树在背景中
HCvhz5HkpF4_000078_000088#enc2zh#5 一个小女孩和她的父母正在装饰圣诞树
HCvhz5HkpF4_000078_000088#enc2zh#6 一个女人和一个小女孩站在一个装饰树的房间里
HCvhz5HkpF4_000078_000088#enc2zh#7 一个女人装饰圣诞树，一个小女孩正在帮助她
HCvhz5HkpF4_000078_000088#enc2zh#8 一个女孩和她的母亲装饰一棵圣诞树在房间里
HCvhz5HkpF4_000078_000088#enc2zh#9 一个男人和一个小女孩装饰一棵圣诞树，当小女孩站立在椅子时
ZjzhQBpqqSg_000073_000083#enc2zh#0 一个女孩拿着一个棒棒糖舔舔，说出外语
ZjzhQBpqqSg_000073_000083#enc2zh#1 一个年轻的女孩在抱着棒棒糖和舔它时说话
ZjzhQBpqqSg_000073_000083#enc2zh#2 一个年轻的女孩试穿红色棒棒糖
ZjzhQBpqqSg_000073_000083#enc2zh#3 一个女孩坐在拿着棒棒糖的桌子上，然后在把它贴在嘴里之前品尝它
ZjzhQBpqqSg_000073_000083#enc2zh#4 一个女孩在桌子上说话和舔一个棒棒糖
ZjzhQBpqqSg_000073_000083#enc2zh#5 一个年轻的女性女孩品尝卷流行，颜色红色
ZjzhQBpqqSg_000073_000083#enc2zh#6 一个女孩坐在吮吸棒棒糖，她把杯子带到她的前面
ZjzhQBpqqSg_000073_000083#enc2zh#7 一个小女孩谈话与照相机，当舔在棒棒糖时
ZjzhQBpqqSg_000073_000083#enc2zh#8 坐在桌子上，一个年轻的女孩吮吸一个傻瓜，喝一杯东西
ZjzhQBpqqSg_000073_000083#enc2zh#9 一个女孩正在吃一个棒棒糖，并在厨房里品尝味道
pYKexDBJAYA_000004_000014#enc2zh#0 一个男人在开车的高尔夫球场上看到
pYKexDBJAYA_000004_000014#enc2zh#1 在一个开放的高尔夫球场，一个男人正在努力地击球并将其扔得很远
pYKexDBJAYA_000004_000014#enc2zh#2 一个有绿色马球的家伙击中了整个课程的高尔夫球
pYKexDBJAYA_000004_000014#enc2zh#3 一个年轻人在高尔夫球场上击球和一个俱乐部的球
pYKexDBJAYA_000004_000014#enc2zh#4 一个人蜿蜒摇摆着高尔夫俱乐部，然后他摆动它并击球
pYKexDBJAYA_000004_000014#enc2zh#5 一个男人使用推杆在草地上击中高尔夫球
pYKexDBJAYA_000004_000014#enc2zh#6 穿着黑色的人罢工高尔夫球然后看着它
pYKexDBJAYA_000004_000014#enc2zh#7 站在草坪上的一个人用他的高尔夫球击中一个球
pYKexDBJAYA_000004_000014#enc2zh#8 一个男人抱着一个高尔夫俱乐部和挥动击球的高尔夫球
pYKexDBJAYA_000004_000014#enc2zh#9 击中与司机高尔夫俱乐部的高尔夫球的年轻成人
5rZzxIgLlPU_000000_000010#enc2zh#0 一个幼儿站在音乐站背后播放单簧管
5rZzxIgLlPU_000000_000010#enc2zh#1 一个孩子读音乐的音乐站立，并在长笛上播放一首歌
5rZzxIgLlPU_000000_000010#enc2zh#2 当人们看着他时，一名幼儿练习播放录音机
5rZzxIgLlPU_000000_000010#enc2zh#3 一个Lyoung儿童在演奏中扮演长笛
5rZzxIgLlPU_000000_000010#enc2zh#4 一个女孩正在练习在人面前玩乐器
5rZzxIgLlPU_000000_000010#enc2zh#5 格子花呢上的一个小孩在舞台上玩长笛和看音乐
5rZzxIgLlPU_000000_000010#enc2zh#6 一个年轻人在站立时在长笛上玩曲调
5rZzxIgLlPU_000000_000010#enc2zh#7 在一个创意的一个年轻男孩在他的长笛上演奏音乐
5rZzxIgLlPU_000000_000010#enc2zh#8 一个孩子在观众面前正在玩一个单簧管
5rZzxIgLlPU_000000_000010#enc2zh#9 在舞台上玩银色长笛的长头发的一个男孩
GpI8DSsvwXI_000044_000054#enc2zh#0 一个人在董事会和骑在湖上绑在湖边，绑在喷气滑雪或船上
GpI8DSsvwXI_000044_000054#enc2zh#1 人们记录另一个人在被船上拉的水
GpI8DSsvwXI_000044_000054#enc2zh#2 一个男人被唤醒登机后面的一艘水上的船上
GpI8DSsvwXI_000044_000054#enc2zh#3 一个男人在水滑雪之曲子锯子横跨湖面
GpI8DSsvwXI_000044_000054#enc2zh#4 在滑雪板上，一个人被拉在一艘船后面
GpI8DSsvwXI_000044_000054#enc2zh#5 一个男人在喷洒大量的水后面骑滑水板
GpI8DSsvwXI_000044_000054#enc2zh#6 一个男人用冲浪板在水面上滑动，同时拖着绳子
GpI8DSsvwXI_000044_000054#enc2zh#7 一个男人在斜坡上的滑雪滑雪横越船后面的醒来
GpI8DSsvwXI_000044_000054#enc2zh#8 穿着潜水服的男人是湖上的水滑雪
GpI8DSsvwXI_000044_000054#enc2zh#9 一个人在湖水滑雪上
fBcKhmdWCvE_000012_000022#enc2zh#0 孩子们正站在悬崖上准备跳入下面的水中
fBcKhmdWCvE_000012_000022#enc2zh#1 两名男子站在悬崖上，其中一个跳进河里
fBcKhmdWCvE_000012_000022#enc2zh#2 一个年轻人从虚张声势跳进一个水池，而别人正在谈论它
fBcKhmdWCvE_000012_000022#enc2zh#3 一个男孩跳下一个悬崖进入一池水
fBcKhmdWCvE_000012_000022#enc2zh#4 一个女人看着她的儿子从悬崖跳进河里
fBcKhmdWCvE_000012_000022#enc2zh#5 一位女性谈论迈克尔菲尔普斯，因为一只年轻的男性从一个小悬崖跳进水中
fBcKhmdWCvE_000012_000022#enc2zh#6 两个人在水上悬崖的一侧，在水之上，因为一个人跳到下面的水中
fBcKhmdWCvE_000012_000022#enc2zh#7 一个女人正在说话，而有人在悬崖上跳进水中
fBcKhmdWCvE_000012_000022#enc2zh#8 有抱负的游泳运动员站在河边的翠绿堤上，其中一个跳进绿水
fBcKhmdWCvE_000012_000022#enc2zh#9 一个少年跳下一个十脚悬崖放入下面的水中
aVWB66MJ-uA_000010_000020#enc2zh#0 一个孩子正在水上乐园上使用一个身体
aVWB66MJ-uA_000010_000020#enc2zh#1 一个年轻的男孩在人造波上骑着一个骑士的板，然后他跌倒了
aVWB66MJ-uA_000010_000020#enc2zh#2 观看一个年轻男孩的一群人在水幻灯片上落后并且击中结束部分
aVWB66MJ-uA_000010_000020#enc2zh#3 在一个人的一个孩子boogie板在外面的波浪
aVWB66MJ-uA_000010_000020#enc2zh#4 一个年轻的男孩在人造波浪中骑着布吉董事会
aVWB66MJ-uA_000010_000020#enc2zh#5 一个男孩在他扭曲之前在波浪公园冲浪并被推出水
aVWB66MJ-uA_000010_000020#enc2zh#6 一个男孩骑在人造波上，但水推了他
aVWB66MJ-uA_000010_000020#enc2zh#7 一个小男孩在肚子上滑下水滑落
aVWB66MJ-uA_000010_000020#enc2zh#8 一个年轻的男孩在擦掉之前在波浪池上冲浪
aVWB66MJ-uA_000010_000020#enc2zh#9 一个孩子在水上骑行的水上骑行，他在他徘徊一段时间然后在顶部擦拭
11DNgvKLRHM_000078_000088#enc2zh#0 一个男人坐在沙发上唱歌到麦克风
11DNgvKLRHM_000078_000088#enc2zh#1 一个男人坐在沙发上用麦克风唱歌一个歌曲给某人
11DNgvKLRHM_000078_000088#enc2zh#2 一个男人坐在沙发上，唱着麦克风
11DNgvKLRHM_000078_000088#enc2zh#3 一个男人坐在沙发上唱歌卡拉OK进入麦克风
11DNgvKLRHM_000078_000088#enc2zh#4 一个男人坐在沙发上唱歌麦克风
11DNgvKLRHM_000078_000088#enc2zh#5 一个男人坐下来唱着麦克风的歌曲，同时伴随着音乐在背景中播放
11DNgvKLRHM_000078_000088#enc2zh#6 一个男人坐在沙发上，同时使用麦克风唱一首歌
11DNgvKLRHM_000078_000088#enc2zh#7 一个男人用麦克风坐在教练上，唱一首歌
11DNgvKLRHM_000078_000088#enc2zh#8 一个男人在手里单独坐在麦克风上，他正在唱歌卡拉OK
11DNgvKLRHM_000078_000088#enc2zh#9 一个男人在聊天麦克风时坐在镜子下面
flBrhLZdr98_000000_000010#enc2zh#0 坐在椅子上的男人咀嚼他的嘴里的食物增加了更多的食物，重复了几次
flBrhLZdr98_000000_000010#enc2zh#1 一个男人正在吃一个嘎吱嘎吱的物品，嘴巴打开咀嚼
flBrhLZdr98_000000_000010#enc2zh#2 一个男孩大声地吃食物，同时咀嚼嘴巴打开
flBrhLZdr98_000000_000010#enc2zh#3 一名年轻人咀嚼并把食物放在嘴里
flBrhLZdr98_000000_000010#enc2zh#4 一个男人坐着吃一个小吃咀嚼着嘴巴打开
flBrhLZdr98_000000_000010#enc2zh#5 男人正在享受他在房间里咀嚼的筹码
flBrhLZdr98_000000_000010#enc2zh#6 一个年轻人坐在椅子上，吃嘎吱嘎吱的小吃
flBrhLZdr98_000000_000010#enc2zh#7 一个人坐在房子里吃一些薯片
flBrhLZdr98_000000_000010#enc2zh#8 记录自己坐在椅子的人吃土豆芯片
flBrhLZdr98_000000_000010#enc2zh#9 一个人在一个沙发上，嘴巴宽阔
nFqTpZAo3qY_000027_000037#enc2zh#0 在后院，这个男人在后院做了理发
nFqTpZAo3qY_000027_000037#enc2zh#1 一个男人使用电动剃刀刮掉另一个男人的头部
nFqTpZAo3qY_000027_000037#enc2zh#2 一个男人的头发被另一个男人剪裁，而女人看着框架
nFqTpZAo3qY_000027_000037#enc2zh#3 一个男人坐在椅子上，而另一个男人用剪刀刮胡子
nFqTpZAo3qY_000027_000037#enc2zh#4 两个男人一个白色的另一个在黑色中，一个白色的一个是在黑色中剃掉另一个
nFqTpZAo3qY_000027_000037#enc2zh#5 一个人坐着笑着笑了笑，用电动剃须刀嗡嗡作响
nFqTpZAo3qY_000027_000037#enc2zh#6 一个男人在互相交谈时剃了另一个男人的头部
nFqTpZAo3qY_000027_000037#enc2zh#7 一个长长的卷发的男人准备从他的理发师那里得到一个嗡嗡声
nFqTpZAo3qY_000027_000037#enc2zh#8 用一个持有一些剪刀来制作两名男子，以削减头发
nFqTpZAo3qY_000027_000037#enc2zh#9 一个男人坐下来紧张，让他的头剃光
tv5sUDmBmqU_000023_000033#enc2zh#0 做攀岩的小男孩，当附加到一根绳子时
tv5sUDmBmqU_000023_000033#enc2zh#1 一个年轻的男孩正在爬上室内攀岩墙
tv5sUDmBmqU_000023_000033#enc2zh#2 在室内攀岩健身房，一个男孩正在攀登岩壁
tv5sUDmBmqU_000023_000033#enc2zh#3 一个年轻的男孩迅速攀岩在室内大楼
tv5sUDmBmqU_000023_000033#enc2zh#4 一个年轻的男孩一次爬上一个假摇滚墙
tv5sUDmBmqU_000023_000033#enc2zh#5 一个小男孩正在做攀岩，他靠近顶部
tv5sUDmBmqU_000023_000033#enc2zh#6 一个年轻男孩是在室内设施上升的攀岩
tv5sUDmBmqU_000023_000033#enc2zh#7 有上升设备的一个年轻男孩上升一个室内仿制岩壁
tv5sUDmBmqU_000023_000033#enc2zh#8 一个孩子正在爬上一个体育馆的攀岩墙
tv5sUDmBmqU_000023_000033#enc2zh#9 男孩岩石在健身房环境中爬上，而其他孩子在背景中大喊大叫
EPTwkPkjpwU_000087_000097#enc2zh#0 一辆垃圾车倾倒垃圾箱，而男人在观看后
