3c0hLqxvSSI_000000_000010#enc2zh#0 在不同的变异的平台上的一个人俯卧撑
T-VUucsteHE_000114_000124#enc2zh#5 一个男人在他的嘴里有一个麦克风，在舞台上击败盒子
T-VUucsteHE_000114_000124#enc2zh#6 几个人在舞台上播放音乐
T-VUucsteHE_000114_000124#enc2zh#7 一个男人在舞台上玩音乐，而其他人则为他们欢呼
T-VUucsteHE_000114_000124#enc2zh#8 一个家伙在舞台上，几个试图击败盒子
T-VUucsteHE_000114_000124#enc2zh#9 用麦克风，三个男性在舞台上，一个是击败箱
kooIU1W1U30_000165_000175#enc2zh#0 一个男孩正在抛光他的黑色doc martens，并描述他所做的事情
kooIU1W1U30_000165_000175#enc2zh#1 一个孩子展示了抛光靴子的过程
kooIU1W1U30_000165_000175#enc2zh#2 一个小男孩正在展示如何抛光靴子
kooIU1W1U30_000165_000175#enc2zh#3 一个男孩在解释他正在做的事情时抛光一双靴子
kooIU1W1U30_000165_000175#enc2zh#4 一个年轻的男孩试图抛光他正在举行的大型靴子
kooIU1W1U30_000165_000175#enc2zh#5 一个男孩拿着靴子，他正在展示如何将波兰涂抹在靴子上
kooIU1W1U30_000165_000175#enc2zh#6 一个年轻的男孩正在抛光他的黑色靴子，并解释它是如何工作的
kooIU1W1U30_000165_000175#enc2zh#7 一个男孩解释和展示如何正确清洁鞋子
kooIU1W1U30_000165_000175#enc2zh#8 一个剃光头的孩子正在抛光他们的黑色靴子
kooIU1W1U30_000165_000175#enc2zh#9 一个男孩正在将波兰施加到他持有的黑色皮靴上
df_11GuSM84_000029_000039#enc2zh#0 一个绿色衬衫的一个小男孩正在发出喧哗和嘲笑它
df_11GuSM84_000029_000039#enc2zh#1 躺下吹覆盆子和笑的幼儿女孩
df_11GuSM84_000029_000039#enc2zh#2 一个婴儿在笑，那么宝宝会嘴巴制作屁噪音
df_11GuSM84_000029_000039#enc2zh#3 一个婴儿在躺在背后笑，然后它发出噪音
df_11GuSM84_000029_000039#enc2zh#4 一个小宝宝正在用外语发言的女人笑起来
df_11GuSM84_000029_000039#enc2zh#5 一个小孩笑着吹一个覆盆子，为镜头笑然后笑得更多
df_11GuSM84_000029_000039#enc2zh#6 躺下的婴儿用嘴巴制作有趣的噪音，笑着吵闹
df_11GuSM84_000029_000039#enc2zh#7 一个孩子和妈妈一起在房间里玩耍
df_11GuSM84_000029_000039#enc2zh#8 一个孩子在躺在床上笑着笑起来
df_11GuSM84_000029_000039#enc2zh#9 一个成年人说话给一个笑的小孩，他们发出声音并继续笑
Z03StBdQzog_000017_000027#enc2zh#0 一个人使用电动锯切割成一块木头
Z03StBdQzog_000017_000027#enc2zh#1 圆形锯通过木板平滑而毫不费力地切断
Z03StBdQzog_000017_000027#enc2zh#2 一个人正在使用一个特殊的工具来切穿一块木头
Z03StBdQzog_000017_000027#enc2zh#3 一个人正在用电锯机切割木板
Z03StBdQzog_000017_000027#enc2zh#4 一个男人用桌子锯切割建筑木材
Z03StBdQzog_000017_000027#enc2zh#5 关闭圆锯被用来获得一块木头的部分
Z03StBdQzog_000017_000027#enc2zh#6 男人使用圆锯切割一块木材
Z03StBdQzog_000017_000027#enc2zh#7 一个人使用电动手锯切掉木板的结尾，而音乐正在玩
Z03StBdQzog_000017_000027#enc2zh#8 一个男人锯木板的碎片
Z03StBdQzog_000017_000027#enc2zh#9 电动工具用两次切割木板，而半岩石乐器音乐在背景中播放
u88lccgIpW8_000197_000207#enc2zh#0 两名男子在一个房间里在墙上做飞镖，而其中一部电影
u88lccgIpW8_000197_000207#enc2zh#1 一个没有衬衫的男人走过房间然后转身扔东西
u88lccgIpW8_000197_000207#enc2zh#2 一个男孩扮演飞镖作为他的朋友电影，在背景中谈论
u88lccgIpW8_000197_000207#enc2zh#3 一个裸照的人扔在飞镖板上的飞镖，而声音则听到了声音
u88lccgIpW8_000197_000207#enc2zh#4 一个裸照的男人走过，扔一个目标，而其他人喋喋不休
u88lccgIpW8_000197_000207#enc2zh#5 一个没有衬衫的卧室里，在掷镖镖扔箭
u88lccgIpW8_000197_000207#enc2zh#6 一个没有顶级的人正在展示如何将飞镖扔到目标
u88lccgIpW8_000197_000207#enc2zh#7 一个人在附着在墙上的掷镖镖扔镖
u88lccgIpW8_000197_000207#enc2zh#8 一个没有衬衫的男人走过镜头，然后在董事会扔箭
u88lccgIpW8_000197_000207#enc2zh#9 一个裸照的人在一个房间里扔了一把箭头箭头
g18CUEgmMp4_000002_000012#enc2zh#0 一个人唱着一辆小悬崖骑马骑自行车
g18CUEgmMp4_000002_000012#enc2zh#1 通过骑在动物身上并试图转动来转动一个人以泥土的高度
g18CUEgmMp4_000002_000012#enc2zh#2 一个人骑摩托车陡峭的泥泞的山丘，但自行车摊位在山顶附近
g18CUEgmMp4_000002_000012#enc2zh#3 一个人骑着陡峭的山丘骑行然后落下
g18CUEgmMp4_000002_000012#enc2zh#4 一个男人在非常陡峭的泥山上骑着泥堤
g18CUEgmMp4_000002_000012#enc2zh#5 骑泥骑山的人作为有人欢呼
g18CUEgmMp4_000002_000012#enc2zh#6 一个男人在摩托车和大喊大叫的红色粘土或泥土
g18CUEgmMp4_000002_000012#enc2zh#7 一个人似乎试着骑着陡峭的山丘
g18CUEgmMp4_000002_000012#enc2zh#8 一个男人骑在山上的摩托车上
g18CUEgmMp4_000002_000012#enc2zh#9 有人骑着摩托车山，然后尖叫
dmtJGtDlOf8_000006_000016#enc2zh#0 一个人在圈子的绳子周围摆动球，然后在一个人站在远处时发射球
dmtJGtDlOf8_000006_000016#enc2zh#1 一个人在旋转并扔在链上的球
dmtJGtDlOf8_000006_000016#enc2zh#2 雪中​​的一个人在笼子里摇摆一个球，并在一个雪域释放它
dmtJGtDlOf8_000006_000016#enc2zh#3 一个人在附着在绳索的空气中旋转一个球
dmtJGtDlOf8_000006_000016#enc2zh#4 一个人吊在一个球和链子进入一个斯诺伊的田野
dmtJGtDlOf8_000006_000016#enc2zh#5 一个人在圈子上旋转，在释放飞过雪的球之前又一次地旋转
dmtJGtDlOf8_000006_000016#enc2zh#6 在一个笼子里，一个人在水泥垫上摆动链条和球，并将其扔进雪覆盖的田野
dmtJGtDlOf8_000006_000016#enc2zh#7 有人在冬天外面旋转一个球的练习
dmtJGtDlOf8_000006_000016#enc2zh#8 一个人在吊索射击中抛出一个球，同时站在一个区域里覆盖着雪
dmtJGtDlOf8_000006_000016#enc2zh#9 一个人转身几次扔射击
aDM9nmd-Cxk_000136_000146#enc2zh#0 一个年轻的女孩在卧室里展示了倒立
aDM9nmd-Cxk_000136_000146#enc2zh#1 她的房间里的一个小女孩表演了一只手支架然后与相机交谈
aDM9nmd-Cxk_000136_000146#enc2zh#2 一个小女孩在她的脚上落在她的脚上然后继续谈到相机
aDM9nmd-Cxk_000136_000146#enc2zh#3 一个小女孩在她的卧室里做一只手立场
aDM9nmd-Cxk_000136_000146#enc2zh#4 一个年轻的女孩记录自己练习如何做倒立
aDM9nmd-Cxk_000136_000146#enc2zh#5 在她的房间里玩的孩子做头部站立
aDM9nmd-Cxk_000136_000146#enc2zh#6 一个小女孩结束了她的手站和与摄像机谈话
aDM9nmd-Cxk_000136_000146#enc2zh#7 一个女孩在她的房间里做一个倒立，并录制自己
aDM9nmd-Cxk_000136_000146#enc2zh#8 一个孩子展示了如何平衡自己颠倒并翻转
aDM9nmd-Cxk_000136_000146#enc2zh#9 一个女孩在一个房间里炫耀一只手站
ZqZyRVnu-Xk_000044_000054#enc2zh#0 两名男子正在从卡车的床上取下小盆栽树，把它放在地上
ZqZyRVnu-Xk_000044_000054#enc2zh#1 有些人从锅里拿出树木，把它们放在地板上
ZqZyRVnu-Xk_000044_000054#enc2zh#2 个人正准备种植树木，因为它们将它们从罐中取出
ZqZyRVnu-Xk_000044_000054#enc2zh#3 一群人从锅中去除植物并将它们放在拖车中
ZqZyRVnu-Xk_000044_000054#enc2zh#4 几个人在播种机外面并准备种植它们
ZqZyRVnu-Xk_000044_000054#enc2zh#5 几个人正在从桶中删除常绿树，并将它们放在由拖拉机提供动力的自动化园林中
ZqZyRVnu-Xk_000044_000054#enc2zh#6 男人从卡车上删除树木以便种植它们
ZqZyRVnu-Xk_000044_000054#enc2zh#7 一些人从他们的容器中删除了一辆卡车的树木
ZqZyRVnu-Xk_000044_000054#enc2zh#8 一群人从他们的盆中取出树木以准备植物
ZqZyRVnu-Xk_000044_000054#enc2zh#9 一群人在拖车的一侧带着大型绿色蕨类植物，将它们放在地上
JCOkWQg-qXE_000000_000010#enc2zh#0 一个小孩开始在女士的膝盖上弹钢琴
JCOkWQg-qXE_000000_000010#enc2zh#1 一名妇女在孩子扮演钢琴时抱着一个幼儿
JCOkWQg-qXE_000000_000010#enc2zh#2 坐在一个老女人的膝盖上的孩子踢钢琴
JCOkWQg-qXE_000000_000010#enc2zh#3 一个小孩坐在一个老女人的膝盖上弹钢琴
JCOkWQg-qXE_000000_000010#enc2zh#4 一个年长的女人和一个孩子坐在一起在钢琴上玩的凳子
JCOkWQg-qXE_000000_000010#enc2zh#5 奶奶和一个小孩在相机上一起玩钢琴
JCOkWQg-qXE_000000_000010#enc2zh#6 一个婴儿坐在一个成年女性膝盖上弹钢琴
JCOkWQg-qXE_000000_000010#enc2zh#7 一个小孩坐在钢琴上击中钥匙的成人膝盖
JCOkWQg-qXE_000000_000010#enc2zh#8 一个妇女坐在她的膝盖上的小孩正在弹钢琴
JCOkWQg-qXE_000000_000010#enc2zh#9 一个女孩在钢琴上坐在膝盖上的钢琴上
WimPRlD68BE_000013_000023#enc2zh#0 所有不同的植物在水下的视图
WimPRlD68BE_000013_000023#enc2zh#1 潜水员正在观察他在水下观察的风景
WimPRlD68BE_000013_000023#enc2zh#2 鱼在大型水上地区的水下岩石和植物周围游泳
WimPRlD68BE_000013_000023#enc2zh#3 海洋植物和动物的水下镜头以及珊瑚的不幸漂白
WimPRlD68BE_000013_000023#enc2zh#4 一个人正在看海底，淘海楼
WimPRlD68BE_000013_000023#enc2zh#5 在珊瑚水下的鱼游泳和该地区的许多不同品种的珊瑚
WimPRlD68BE_000013_000023#enc2zh#6 一个人从他的观点中记录水下珊瑚礁和海洋生活
WimPRlD68BE_000013_000023#enc2zh#7 海洋植物生活水下场面和一对热带鱼
WimPRlD68BE_000013_000023#enc2zh#8 随着阳光过滤器的一些珊瑚水下海藻波浪
WimPRlD68BE_000013_000023#enc2zh#9 有人正在拍摄大海或海洋的表面床，它显示珊瑚礁和鱼类
sccpaEgw6c8_000002_000012#enc2zh#0 一个幼儿正在房子里的杯子喝一杯饮料
sccpaEgw6c8_000002_000012#enc2zh#1 一个年轻的男孩从他的啜饮杯子和潺潺声喝，然后一个女人对他说话
sccpaEgw6c8_000002_000012#enc2zh#2 一个小男孩从他啜饮的杯子的稻草上讲鹅卵石和饮料
sccpaEgw6c8_000002_000012#enc2zh#3 抱着啜饮的杯子的小男孩开始嘟，然后从杯子里啜饮
sccpaEgw6c8_000002_000012#enc2zh#4 一个小男孩站立，在休息的饮料杯中喝一根稻草时说话
sccpaEgw6c8_000002_000012#enc2zh#5 一个男孩从杯子里喝一杯，她的母亲正在和他说话
sccpaEgw6c8_000002_000012#enc2zh#6 一个印度的孩子站在椅子上，喝着婴儿杯，而成人对他说话
sccpaEgw6c8_000002_000012#enc2zh#7 一个年轻的孩子在一个啜饮的杯子里喝着稻草
sccpaEgw6c8_000002_000012#enc2zh#8 小男孩站在厨房里啜饮着他的啜饮杯
sccpaEgw6c8_000002_000012#enc2zh#9 和一个女人交谈时，一个小孩喝一杯啜饮的杯子
8UPN0Yvg43w_000249_000259#enc2zh#0 一个人躺在房间里的长凳上，一个男人坐着，按摩他们的小腿和脚踝
8UPN0Yvg43w_000249_000259#enc2zh#1 在他描述他做的事情时，一个按摩师按摩另一个人的腿
8UPN0Yvg43w_000249_000259#enc2zh#2 有人按摩脚踝然后开始在腿上移动
8UPN0Yvg43w_000249_000259#enc2zh#3 一个男人按摩俯卧的小腿，谈到治愈身体
8UPN0Yvg43w_000249_000259#enc2zh#4 一个男人正在叙述，因为他正在按摩一个女人的腿
8UPN0Yvg43w_000249_000259#enc2zh#5 男人按摩另一个男人的脚踝，同时解释如何做到这一点
8UPN0Yvg43w_000249_000259#enc2zh#6 一个人正在展示如何正确按摩女人的腿
8UPN0Yvg43w_000249_000259#enc2zh#7 Masseuse操纵一个人的脚踝然后腿部和微笑
8UPN0Yvg43w_000249_000259#enc2zh#8 一个人按摩脚踝和另一个人的小腿
8UPN0Yvg43w_000249_000259#enc2zh#9 一个男人展示另一个人的脚和腿按摩
J18Y0dxyENI_000010_000020#enc2zh#0 一个人使用带有火焰的钢工具焊接一块管道
J18Y0dxyENI_000010_000020#enc2zh#1 工具使火焰激动为它创造的电力
J18Y0dxyENI_000010_000020#enc2zh#2 有人使用焊接工具将某些东西焊接在一起，它会产生非常亮的光线
J18Y0dxyENI_000010_000020#enc2zh#3 一个人使用一些焊接设备焊接一些钢
J18Y0dxyENI_000010_000020#enc2zh#4 焊接设备的人在一块金属中熔化电极
J18Y0dxyENI_000010_000020#enc2zh#5 一个人使用火炬将两块金属焊接在一起
J18Y0dxyENI_000010_000020#enc2zh#6 一个人焊接金属营造火花和明亮的光闪光
J18Y0dxyENI_000010_000020#enc2zh#7 有人要么将金属分开或焊接金属的东西
J18Y0dxyENI_000010_000020#enc2zh#8 使用工具做一些焊接佩戴保护齿轮的人
J18Y0dxyENI_000010_000020#enc2zh#9 火花在背景中焊接锤击
LeZT20MukGM_000003_000013#enc2zh#0 有人有缝纫针和螺纹，在螺纹中发出结
LeZT20MukGM_000003_000013#enc2zh#1 一个女人正在使用螺纹并在针周围缠绕它
LeZT20MukGM_000003_000013#enc2zh#2 一个女人用针看一块绳子并将聚集在一起
LeZT20MukGM_000003_000013#enc2zh#3 一个人的线轴线程并展示这个过程如何工作
LeZT20MukGM_000003_000013#enc2zh#4 一个女人在缝纫针周围捆绑一个螺纹
LeZT20MukGM_000003_000013#enc2zh#5 一个人在针周围缠绕一个螺纹并在底部结合螺纹
LeZT20MukGM_000003_000013#enc2zh#6 扭曲螺纹的人围绕着一个循环结的针
LeZT20MukGM_000003_000013#enc2zh#7 一对手螺纹针织螺纹包裹着针围绕针左右几次并向下拉动包装以形成一个结
LeZT20MukGM_000003_000013#enc2zh#8 一个人穿过针头穿一条螺纹
LeZT20MukGM_000003_000013#enc2zh#9 那个女人拿着一根针和螺纹，她缠绕在针周围以固定它
m0vizteNQNg_000000_000010#enc2zh#0 一个男人问一群人如何玩摇滚纸剪刀
m0vizteNQNg_000000_000010#enc2zh#1 一个人正在和一群人交谈，关于玩摇滚纸剪刀
m0vizteNQNg_000000_000010#enc2zh#2 一个男人在制作岩石剪刀运动时对一群人说话
m0vizteNQNg_000000_000010#enc2zh#3 一个男人正在教他人如何玩游戏摇滚纸剪刀
m0vizteNQNg_000000_000010#enc2zh#4 一个人讲述了如何以正确的方式打摇滚纸剪刀
m0vizteNQNg_000000_000010#enc2zh#5 一个男人站着和孩子们在摇滚纸剪刀的话题交谈
m0vizteNQNg_000000_000010#enc2zh#6 一个男人问一群孩子他们用来玩摇滚纸剪刀的方法
m0vizteNQNg_000000_000010#enc2zh#7 一个男人正在向一群人解释如何玩摇滚纸剪刀
m0vizteNQNg_000000_000010#enc2zh#8 成年男性站在课堂上谈论游戏摇滚纸剪刀
m0vizteNQNg_000000_000010#enc2zh#9 一个人在人群面前正在问他们，如果他们知道如何玩摇滚纸剪刀，然后展示运动
w4KU248Q-J8_000000_000010#enc2zh#0 在观察某人外面的一大群人表演了长期跳跃
w4KU248Q-J8_000000_000010#enc2zh#1 一个男人跑在铺砌的轨道上，最后跳跃
w4KU248Q-J8_000000_000010#enc2zh#2 一群人观看一个人在轨道和野外事件中执行漫长的跳跃
w4KU248Q-J8_000000_000010#enc2zh#3 伙计们跑得快，然后尽他所能尝试跳跃
w4KU248Q-J8_000000_000010#enc2zh#4 一个年轻人在一个轨道和野外活动中显示了三跳
w4KU248Q-J8_000000_000010#enc2zh#5 一只雄性穿着红色的跑步快速，然后跳进沙子
w4KU248Q-J8_000000_000010#enc2zh#6 一群人正在看一个男人做漫长的跳跃
w4KU248Q-J8_000000_000010#enc2zh#7 一个人跑步然后在赛道上执行长跳
w4KU248Q-J8_000000_000010#enc2zh#8 一个运动员被展示非常快速，跳跃以衡量他的飞跃
w4KU248Q-J8_000000_000010#enc2zh#9 一群人正在观看一个在轨道上运行的人，然后跳进沙坑
_oHTPzXp6B4_000007_000017#enc2zh#0 瑜伽席子的一个妇女使用她的胳膊在她的头余额
_oHTPzXp6B4_000007_000017#enc2zh#1 瑜伽席子的一个女人在她的头和前臂余额
_oHTPzXp6B4_000007_000017#enc2zh#2 一位房间里的一位女士正在垫上表演头部
_oHTPzXp6B4_000007_000017#enc2zh#3 锻炼衣服的妇女在瑜伽工作室做了一个接头
_oHTPzXp6B4_000007_000017#enc2zh#4 平衡他们的头和妇女响亮的妇女的几个女孩
_oHTPzXp6B4_000007_000017#enc2zh#5 一个女人在一个工作室里用手臂在她的头上平衡自己
_oHTPzXp6B4_000007_000017#enc2zh#6 一个女人在镜子墙前维持一个前景
_oHTPzXp6B4_000007_000017#enc2zh#7 在一间工作室，一个女人在镜子前面的头部站在镜子前面
_oHTPzXp6B4_000007_000017#enc2zh#8 当她在席上时，一名妇女站在她的头上
_oHTPzXp6B4_000007_000017#enc2zh#9 一个妇女在演播室做头在地毯上站立在地板的中间
0_VIUYS5b1E_000043_000053#enc2zh#0 一个幼儿坐在一个踢钥匙的器官，而在背景中播放
0_VIUYS5b1E_000043_000053#enc2zh#1 一个小宝宝正在弹钢琴，在背景中音乐正在玩
0_VIUYS5b1E_000043_000053#enc2zh#2 年轻的小孩在键盘上涂鸦伴随着鼓轨道
0_VIUYS5b1E_000043_000053#enc2zh#3 幼儿正在使用高音键播放键盘
0_VIUYS5b1E_000043_000053#enc2zh#4 一个小女孩正在按摩音乐键盘上的钥匙
0_VIUYS5b1E_000043_000053#enc2zh#5 婴儿在键盘上玩钥匙，而在背景中播放
0_VIUYS5b1E_000043_000053#enc2zh#6 音乐剧和一个小孩在电动键盘上玩钥匙
0_VIUYS5b1E_000043_000053#enc2zh#7 一个幼儿正在键盘上播放各种笔记，而董事会正在播放额外的音乐
0_VIUYS5b1E_000043_000053#enc2zh#8 一个年轻人试图将键盘播放给背轨
0_VIUYS5b1E_000043_000053#enc2zh#9 孩子和她的妈妈，因为她教孩子如何踢钢琴，因为她教她如何
e0PcW76l8Ac_000117_000127#enc2zh#0 一个男人把手指放在瓶盖上，然后移动它
e0PcW76l8Ac_000117_000127#enc2zh#1 一个男人正在说话，展示如何用金属棒挑锁
e0PcW76l8Ac_000117_000127#enc2zh#2 一个男人用工具握住锁，插入并调整工具的张力，使用他的手指杠杆杠杆
e0PcW76l8Ac_000117_000127#enc2zh#3 锁定选择说明如何选择练习挂锁
e0PcW76l8Ac_000117_000127#enc2zh#4 一个人解释了特定设备的锁并解释了它
e0PcW76l8Ac_000117_000127#enc2zh#5 显示如何用专为此目的设计的特殊工具挑选锁的人
e0PcW76l8Ac_000117_000127#enc2zh#6 一个人正在向人们展示如何挑选锁以及它是如何工作的
