7CN3ENwfMBE_000096_000106#zh#0 一个穿着黑色衣服的人和另一个拿着纸在说话。
O2atl6wQzDE_000171_000181#zh#7 非常小的赛车围绕一个泥泞的车道飞驰。
O2atl6wQzDE_000171_000181#zh#8 一个穿着红色衣服的男人正站在赛道旁挥舞旗子。
O2atl6wQzDE_000171_000181#zh#9 一群人正在观看一个骑车的人在赛道上赛车。
UE9J5oBICGo_000061_000071#zh#0 一群戴着头盔的人在草地上开车，旁边一群人围观。
UE9J5oBICGo_000061_000071#zh#1 一群机车运动员正在比赛，有很多弯道，有很多观众在参观。
UE9J5oBICGo_000061_000071#zh#2 两个人开着赛车在安放有障碍的空地上比赛。
UE9J5oBICGo_000061_000071#zh#3 在一个阳光明媚的天气，几个人在户外开着卡丁车。
UE9J5oBICGo_000061_000071#zh#4 在一个户外，天气晴朗，有一些人在开卡丁车。旁边有人在观看。
UE9J5oBICGo_000061_000071#zh#5 一群人开着四轮摩托在特殊的场地上竞速。
UE9J5oBICGo_000061_000071#zh#6 一群人正骑着小型拖拉机在田野里比赛。
UE9J5oBICGo_000061_000071#zh#7 全地形车辆上的赛车手沿着弯曲的路径绕过干草垛。
UE9J5oBICGo_000061_000071#zh#8 有几个人在一条有干草垛的赛道上开着小型赛车。
UE9J5oBICGo_000061_000071#zh#9 赛车上的人们在一条排列着干草堆的赛道上疾驰而过。
_HfaDD0LQfU_000035_000045#zh#0 在一条宽阔的马路上，一群人围观着两个人卡丁车的比赛。
_HfaDD0LQfU_000035_000045#zh#1 两个人驾驶着迷你赛车在赛道上比赛，旁边有许多观众在观看。
_HfaDD0LQfU_000035_000045#zh#2 两个人戴着头盔，开着小车子在大街上比赛，。
_HfaDD0LQfU_000035_000045#zh#3 两个戴着帽子的人开车，周围有人在观看。
_HfaDD0LQfU_000035_000045#zh#4 赛道上两个人在进行四轮摩托比赛，两旁有很多人在观看。
_HfaDD0LQfU_000035_000045#zh#5 一群人在看着两个人驾驶四轮车在进行比赛。
_HfaDD0LQfU_000035_000045#zh#6 两个赛车手在比赛赛车，一群人在路边看着。
_HfaDD0LQfU_000035_000045#zh#7 两个人在街上骑着卡丁车互相赛跑。
_HfaDD0LQfU_000035_000045#zh#8 在一次有组织的活动中，有两个人驾驶割草机跑到终点线。
_HfaDD0LQfU_000035_000045#zh#9 一大群人站在街道两旁看着两个男孩赛车。
nFHwp5VJTzs_000641_000651#zh#0 一个带着黑色手套的人，在泥土里和一群人开着沙滩车。
nFHwp5VJTzs_000641_000651#zh#1 四位赛车手在跑道上比赛观众在欢呼。
nFHwp5VJTzs_000641_000651#zh#2 几名赛车手正在骑着赛车进行比赛。
nFHwp5VJTzs_000641_000651#zh#3 几个戴着头盔的男人正各自开着一个机器前进。
nFHwp5VJTzs_000641_000651#zh#4 在空旷的场地上，几个戴着头盔的人，在开卡丁车。
nFHwp5VJTzs_000641_000651#zh#5 以天然气为动力的卡丁车正在赛道上骑行。
nFHwp5VJTzs_000641_000651#zh#6 一群人驾驶着四轮车在草地上比赛。
nFHwp5VJTzs_000641_000651#zh#7 一群人开着卡丁车的人在路上飞速的行驶。
nFHwp5VJTzs_000641_000651#zh#8 几个人在户外骑着卡丁车在赛道上跑来跑去。
nFHwp5VJTzs_000641_000651#zh#9 一群人在一个土路上骑着迷你卡车进行比赛。
5P179EcdU6Y_000070_000080#zh#0 一个男人叼着一根烟，拿起一块砖头放上墙上，用手中的铲子铲起水泥盖在上面。
5P179EcdU6Y_000070_000080#zh#1 一名身穿白色衬衣的男人一边抽烟一边垒墙。
5P179EcdU6Y_000070_000080#zh#2 一个男子抽着烟将砖块和水泥砌到墙上。
5P179EcdU6Y_000070_000080#zh#3 一个穿着白色衣服的人正在拿着砖头往上盖。
5P179EcdU6Y_000070_000080#zh#4 有一个男人一边在抽烟，一边在砌墙。
5P179EcdU6Y_000070_000080#zh#5 一个男人一边吸着烟一边用砖块砌墙。
5P179EcdU6Y_000070_000080#zh#6 一个男人用砖和灰泥建造一堵砖墙。
5P179EcdU6Y_000070_000080#zh#7 一个人用泥瓦、灰泥和砖头堆砌起一堵砖墙。
5P179EcdU6Y_000070_000080#zh#8 一个人正在用铲子把砖头铺在砖墙上。
5P179EcdU6Y_000070_000080#zh#9 一名男子吸着烟，正在用手中的工具砌面前的红砖。
0LPPXRmZV8g_000103_000113#zh#0 在房间里面，一个男子正在有泥涂着墙壁。
0LPPXRmZV8g_000103_000113#zh#1 一个外国男人正在用砖和水泥砌墙。
0LPPXRmZV8g_000103_000113#zh#2 一个人把瓷片贴在墙壁上，又拿起了别的瓷片。
0LPPXRmZV8g_000103_000113#zh#3 有个穿着短袖的男子在用工具贴墙砖。
0LPPXRmZV8g_000103_000113#zh#4 房间里的一个男人，正在往一面白色的墙上贴瓷砖。
0LPPXRmZV8g_000103_000113#zh#5 一个男人拿着工具弯着腰在室内砌墙。
0LPPXRmZV8g_000103_000113#zh#6 一个男人手里拿着工具一边说话一边在砌墙。
0LPPXRmZV8g_000103_000113#zh#7 一个男人在房子里面铺砖并谈论他的技术。
0LPPXRmZV8g_000103_000113#zh#8 一名男子正在用砖和抹子在墙上完成砖砌。
0LPPXRmZV8g_000103_000113#zh#9 一个人拿着工具用水泥去制作一堵墙。
A-9r42cQ2jE_000218_000228#zh#0 一群人在水泥地上整理水泥，旁边有人观看。
A-9r42cQ2jE_000218_000228#zh#1 两个男人手拿工具，认真地在工地上做工。
A-9r42cQ2jE_000218_000228#zh#2 一个男人站在工地旁，两个男人正在铺水泥路面。
A-9r42cQ2jE_000218_000228#zh#3 一名头上戴着帽子的男子在看着一群正在工作的人在工作。
A-9r42cQ2jE_000218_000228#zh#4 在一个阳光明媚的天气，有几个人正在对地面的水泥进行施工。
A-9r42cQ2jE_000218_000228#zh#5 在户外，一群建筑工人正在制作着房子。
A-9r42cQ2jE_000218_000228#zh#6 显示一个人在一开始就在外面建造房屋。
A-9r42cQ2jE_000218_000228#zh#7 建筑工人在一所房子里工作，包括铺设厨房的地基。
A-9r42cQ2jE_000218_000228#zh#8 一群人正在一个新的地方做一些建筑工程。
A-9r42cQ2jE_000218_000228#zh#9 一个人盯着一个建筑工地, 还有一群人在建筑工地工作。
qH2CC8SsVVI_000000_000010#zh#0 在室外，很多工人正在给地面抹上水泥。
qH2CC8SsVVI_000000_000010#zh#1 一群人在站在路上弯腰用木板刮水泥。
qH2CC8SsVVI_000000_000010#zh#2 一个穿着白色上衣的人站在房子外面。
qH2CC8SsVVI_000000_000010#zh#3 几个人正在用不同的工具修水泥路。
qH2CC8SsVVI_000000_000010#zh#4 在一个明亮的室外，一群人正在用水泥铺一条小路。
qH2CC8SsVVI_000000_000010#zh#5 一群人在水泥人行道上工作，并用木板抚平混凝土。
qH2CC8SsVVI_000000_000010#zh#6 一些房屋建筑工人正在用混凝土铺设一条人行道。
qH2CC8SsVVI_000000_000010#zh#7 男人们正在人行道上修建新的混凝土, 而另一个男人则叙述。
qH2CC8SsVVI_000000_000010#zh#8 一群人正在拿着工具铺着地面上的水泥。
qH2CC8SsVVI_000000_000010#zh#9 男人用混凝土一起为朋友铺设人行道。
uX7jnVlWd0s_000026_000036#zh#0 在房子外面一个男人跪在地上在铺地砖。
uX7jnVlWd0s_000026_000036#zh#1 一个男人跪在地上拿着铁锤敲击着地板上的砖。
uX7jnVlWd0s_000026_000036#zh#2 一个男人跪在地上，左手拿砖右手拿着棒槌在敲砖。
uX7jnVlWd0s_000026_000036#zh#3 一个穿着深色衣服的人在室外用工具弄浅色的地面。
uX7jnVlWd0s_000026_000036#zh#4 一个男人把一块砖放在地上，然后拿起锤子敲了敲。
uX7jnVlWd0s_000026_000036#zh#5 一名男子在地板上打着一块相互关联的瓷砖。
uX7jnVlWd0s_000026_000036#zh#6 工人在一所房子外面安装了布里克砖，另一个人告诉他，他在安装工作上做得很好，他正在回答他的问题，因为他还在继续工作。
uX7jnVlWd0s_000026_000036#zh#7 一名男子正在旁边讲述着另一名男子凿开外面铺设的地板。
uX7jnVlWd0s_000026_000036#zh#8 一个穿着黑色衣服的男人正跪在地上铺一块地砖。
uX7jnVlWd0s_000026_000036#zh#9 一个男人拿起一块砖头，放进缝隙里，并用锤子捶打几下。
LbPSxbLnusE_000071_000081#zh#0 一个人把一块砖放到一个有砖块隔断的磨具里面。
LbPSxbLnusE_000071_000081#zh#1 一双带有黑色手套的手正往墙上放灰色的砖。
LbPSxbLnusE_000071_000081#zh#2 一个戴黑色手套的人正把砖放进墙面上。
LbPSxbLnusE_000071_000081#zh#3 一双戴着手套的手，把砖砌在白色的墙上。
LbPSxbLnusE_000071_000081#zh#4 一个戴着黑色手套的人正在把砖放到墙上。
LbPSxbLnusE_000071_000081#zh#5 戴着黑色手套的人吧一块石砖放入泡沫中。
LbPSxbLnusE_000071_000081#zh#6 一个人正带着黑色手套在墙上的白色方框内摆放砖块。
LbPSxbLnusE_000071_000081#zh#7 一个男人正在向观众展示建筑中铺设石材的艺术。
LbPSxbLnusE_000071_000081#zh#8 一个戴着黑色手套的男人正在往墙上放砖头。
LbPSxbLnusE_000071_000081#zh#9 一个人正在示范将石头放在建筑墙的模板中。
_i3-peaS8dk_000102_000112#zh#0 一名穿着红色衣服的男子带着手套正在铺瓷砖。
_i3-peaS8dk_000102_000112#zh#1 一个男人手拿瓷砖，在室外做地面装修工作，另一个男人使用扫把清扫地面的沙子。
_i3-peaS8dk_000102_000112#zh#2 在一个阳光明媚的天气里，身穿红色衣服的人正在切砖。
_i3-peaS8dk_000102_000112#zh#3 一个穿着红色上衣的男人正在铺砖。
_i3-peaS8dk_000102_000112#zh#4 一个穿红色衣服的男人单腿跪着在铺方形砖，然后两个人往砖缝里撒沙子。
_i3-peaS8dk_000102_000112#zh#5 一名男子正在凹进去的地面铺砖头，另一个人帮它打扫。
_i3-peaS8dk_000102_000112#zh#6 一个男人正在以特定的方式铺设石头，然后在上面浇上某种沙子。
_i3-peaS8dk_000102_000112#zh#7 一个男人给出了如何铺设摊铺机的说明。
_i3-peaS8dk_000102_000112#zh#8 一个男人正在铺路石铺设沙子然后沙子撒在铺路石上。
_i3-peaS8dk_000102_000112#zh#9 一个人正在铺地板砖，而叙述者正在指导如何做。
FEfKIAHbV8Y_000011_000021#zh#0 一个穿橙色工作服的人在铺地砖，然后用压路机压平。
FEfKIAHbV8Y_000011_000021#zh#1 一个男人在认真砌砖并且认真的讲解。
FEfKIAHbV8Y_000011_000021#zh#2 男子跪在地上铺正方形的砖块，并用钉子为其定型。
FEfKIAHbV8Y_000011_000021#zh#3 一个穿着红色衣服的外国男人跪在地上整理室外的地面。
FEfKIAHbV8Y_000011_000021#zh#4 在室外一个穿着红色马夹，戴着手套的男人正在搬砖。
FEfKIAHbV8Y_000011_000021#zh#5 一名穿着红色背心的男子正在展示铺砖的正确技术。
FEfKIAHbV8Y_000011_000021#zh#6 一个男子讨论了一个鹅卵石铺路的安装过程。
FEfKIAHbV8Y_000011_000021#zh#7 一个穿着红色背心的男人在地上拿着石头在铺路。
FEfKIAHbV8Y_000011_000021#zh#8 一名身穿洛维背心的男子在地面上铺设石头。
FEfKIAHbV8Y_000011_000021#zh#9 在室外，一名男子讨论了用摊铺机制作地板。
R5Cxx6Mr4c4_000044_000054#zh#0 在室内，一个人正在使用工具切割木板。
R5Cxx6Mr4c4_000044_000054#zh#1 一个戴着黄色手套的人用切割机器把一块板分成两块。
R5Cxx6Mr4c4_000044_000054#zh#2 一个戴着黄色手套的人正在切割一块板。
R5Cxx6Mr4c4_000044_000054#zh#3 一个戴着黄色手套的人，正用一种机器将一块长方形的东西切开。
R5Cxx6Mr4c4_000044_000054#zh#4 有一个人跪在地面上，他在用工具切割东西。
R5Cxx6Mr4c4_000044_000054#zh#5 一个男人用一些工具来帮助切掉一块木头。
R5Cxx6Mr4c4_000044_000054#zh#6 在室内，一个戴着手套的人在用一台机器切割一个东西。
R5Cxx6Mr4c4_000044_000054#zh#7 一则广告正在介绍一家装修公司然后一个人在切割瓷砖。
R5Cxx6Mr4c4_000044_000054#zh#8 一个穿着斑点裤子的男人正在安装瓷砖。
R5Cxx6Mr4c4_000044_000054#zh#9 文字向上滚动，然后一个人在地板上切割东西。
7pCkjsvH3gQ_000030_000040#zh#0 一个穿着浅蓝色衣服的女人手上拿着工具在刷墙。
7pCkjsvH3gQ_000030_000040#zh#1 有一个女人在用工具把水泥浆往墙上抹。
7pCkjsvH3gQ_000030_000040#zh#2 一个女人戴着手套往墙上粉刷水泥。
7pCkjsvH3gQ_000030_000040#zh#3 一个穿长袖子上衣的人，他的头发是扎起来的，他在贴瓷砖。
7pCkjsvH3gQ_000030_000040#zh#4 一个穿着深色衣服的人正在刷这墙。
7pCkjsvH3gQ_000030_000040#zh#5 当有人说话的时候，有人在铺水泥墙。
7pCkjsvH3gQ_000030_000040#zh#6 在房间里面，一个人正在用刷子把底漆涂在墙上。
7pCkjsvH3gQ_000030_000040#zh#7 一名女士正在给一面墙上贴上新的瓷砖。
7pCkjsvH3gQ_000030_000040#zh#8 一个穿着蓝色衣服的人正在往墙上贴瓷砖。
7pCkjsvH3gQ_000030_000040#zh#9 一个人拿着工具吧石灰浆涂抹在墙面上。
mdp7ZPNkQ54_000089_000099#zh#0 一个圆形的桌子上，放着很多小物件。
mdp7ZPNkQ54_000089_000099#zh#1 一个英国男人正拿着两块皮革，一个男人正在用两块皮革做手工。
mdp7ZPNkQ54_000089_000099#zh#2 一个男人两只手拿着红色的卡纸，在上面来回摩擦。
mdp7ZPNkQ54_000089_000099#zh#3 一个人在板子上折叠着有颜色的东西。
mdp7ZPNkQ54_000089_000099#zh#4 一双手拿着两个棕色的皮质物体来回抚摸。
mdp7ZPNkQ54_000089_000099#zh#5 一个人在做皮革工作，并展示他将要做的两件皮革。
mdp7ZPNkQ54_000089_000099#zh#6 一名男子正在演示如何切割皮革碎片。
mdp7ZPNkQ54_000089_000099#zh#7 一名男子正在展示并解释着他是如何用皮革制作工艺品的。
mdp7ZPNkQ54_000089_000099#zh#8 一个男人拿着两块皮革并解释他将用来做什么。
mdp7ZPNkQ54_000089_000099#zh#9 一个男人手里正拿着两张皮革并说着什么。
r5OnbF_8hhk_000011_000021#zh#0 一位男士正拿着针给皮革上穿着针眼。
r5OnbF_8hhk_000011_000021#zh#1 一个人在用一根针把一根白色的线穿过一个小孔。
r5OnbF_8hhk_000011_000021#zh#2 一个人拿着一根针，从一个东西的孔内穿过。
r5OnbF_8hhk_000011_000021#zh#3 一双手拿着一根钢针，在木板上来回穿刺。
r5OnbF_8hhk_000011_000021#zh#4 一个人把一根针穿到了一个洞里把他从另一边拽了出来。
r5OnbF_8hhk_000011_000021#zh#5 一个人在将固定的棕色皮革用针和线穿过去。
r5OnbF_8hhk_000011_000021#zh#6 一个人正在示范如何用针线给皮带打孔。
r5OnbF_8hhk_000011_000021#zh#7 一个人把手中的针穿过了一个皮制品上的小孔。
r5OnbF_8hhk_000011_000021#zh#8 一个男人演示如何用双手缝一块皮革。
r5OnbF_8hhk_000011_000021#zh#9 一个男人在一个物体的洞中穿行，同时解释他正在做什么。
gAI73_v9fAs_000124_000134#zh#0 一个人使用工具将桌面上放置的物品刮了下来。
gAI73_v9fAs_000124_000134#zh#1 一个男人用刮刀刮掉模型的边缘多出的部分。
gAI73_v9fAs_000124_000134#zh#2 一个穿着花色衣服的人，手上拿着东西在玩。
gAI73_v9fAs_000124_000134#zh#3 在一个房间里，一个人拿着工具放在桌面演示。
gAI73_v9fAs_000124_000134#zh#4 一个人一只手按着一个灰色的长条物体一只手拿着一个小工具在上面来回摩擦。
gAI73_v9fAs_000124_000134#zh#5 一个男人正在用尺子在桌子上做一个标记来制作东西。
gAI73_v9fAs_000124_000134#zh#6 一个男人正在展示如何用剃刀雕刻橡胶。
gAI73_v9fAs_000124_000134#zh#7 一个男人正在使用工具来切割一个物体。
gAI73_v9fAs_000124_000134#zh#8 一个男人示范如何使用剃须刀的功能。
gAI73_v9fAs_000124_000134#zh#9 一个人手上拿着一个工具正在打磨着一个物体，并一直在说话。
dGuo4mzuliQ_000021_000031#zh#0 一个人拿着一个锥子在推动桌子上面的纸条随后拿起了一把刀子一手按着一张纸片。
dGuo4mzuliQ_000021_000031#zh#1 一个人拿着刻刀把一块物料边缘多余的部分切掉，然后又拿出一张卡片压在了物料上。
dGuo4mzuliQ_000021_000031#zh#2 一个人在板子上面用工具戳着一块不挑。
dGuo4mzuliQ_000021_000031#zh#3 有一个人拿着刀片在割东西旁边放着尺子。
dGuo4mzuliQ_000021_000031#zh#4 一个人拿着一个改锥在弄一个黑色的布条。
dGuo4mzuliQ_000021_000031#zh#5 一个男人正在切割着砧板上的剪纸并把它的边缘刨掉。
dGuo4mzuliQ_000021_000031#zh#6 一个人用箱子切削刀和信用卡切割织物的一双手的特写镜头。
dGuo4mzuliQ_000021_000031#zh#7 一个男人正在展示如何在切菜板上剪下皮带。
dGuo4mzuliQ_000021_000031#zh#8 一个人示范如何利用一个框架制作圆角。
dGuo4mzuliQ_000021_000031#zh#9 有人用尺子和刀子正在桌面上打磨东西。
08OBRf76kdw_000015_000025#zh#0 一个女人舔了马桶圈一下后迅速用手里杯子的水漱口。
08OBRf76kdw_000015_000025#zh#1 一个穿白色衣服的女子伸舌头舔了一下马桶后用杯子里的水漱口。
08OBRf76kdw_000015_000025#zh#2 在一个房间里，一个人正在喝东西后吐了。
08OBRf76kdw_000015_000025#zh#3 一个穿着白色短袖的女人正在洗漱台镜子前漱口。
08OBRf76kdw_000015_000025#zh#4 一个穿着白色短袖的长发女子正端着杯子喝水。
08OBRf76kdw_000015_000025#zh#5 一个女人舔马桶座, 哭着, 冲洗她的嘴, 在水槽里吐口水。
08OBRf76kdw_000015_000025#zh#6 一个人从瓶子里喝水，然后离开镜子。
08OBRf76kdw_000015_000025#zh#7 一个穿白色上衣的女人在舔马桶的座圈后大叫了一声，然后喝了一个杯子里的东西，把它吐到附近的水槽里。
08OBRf76kdw_000015_000025#zh#8 一个女人在浴室里把饮料吐到马桶里，然后尖叫，然后吐出一些到水槽里。
08OBRf76kdw_000015_000025#zh#9 厕所里有一位女士舔了一下马桶，然后喝了一口杯子里的水漱口。
xEpGKAotkEE_000002_000012#zh#0 一个女孩在用舌头舔自己的左右胳膊肘关节点。
xEpGKAotkEE_000002_000012#zh#1 一个穿着黑色短袖的女孩正在努力的舔着自己的胳膊肘。
xEpGKAotkEE_000002_000012#zh#2 一个穿着短袖上衣的人在房间里扭动自己的手臂。
