G9zN5TTuGO4_000179_000189#zh#0 在野外，一个人正在悬吊在冰地里面进行作业。
G-L0hmjWScI_000000_000010#zh#2 一个人正在用棒针织着一个蓝色的毛线制品。
G-L0hmjWScI_000000_000010#zh#3 有一只手在编织一件深色的衣服。
G-L0hmjWScI_000000_000010#zh#4 有人正在拿着毛线棒和蓝色的线在织东西。
G-L0hmjWScI_000000_000010#zh#5 一个人正在用青绿色的毛线编织什么东西。
G-L0hmjWScI_000000_000010#zh#6 一位女士正在用针和蓝线示范如何编织织物。
G-L0hmjWScI_000000_000010#zh#7 一个女人在演示如何编织六针交叉的教程。
G-L0hmjWScI_000000_000010#zh#8 一个人展示了如何用针编织六股右十字架。
G-L0hmjWScI_000000_000010#zh#9 一个人正在用两根编织棒针织一些蓝色的东西。
BgxgcBNT1eA_000191_000201#zh#0 一个戴着戒指的人用两根针织衣物。
BgxgcBNT1eA_000191_000201#zh#1 一个女人正在用针织棒教人们如何指毛线。
BgxgcBNT1eA_000191_000201#zh#2 一个女人双手拿着铁的毛线针用蓝色的毛线织东西。
BgxgcBNT1eA_000191_000201#zh#3 一个人用两根银色的针和蓝色的毛线织东西。
BgxgcBNT1eA_000191_000201#zh#4 一双手在用两根银色的针和蓝色的毛线编织。
BgxgcBNT1eA_000191_000201#zh#5 一个人用两只手拿着针和线在做纺织。
BgxgcBNT1eA_000191_000201#zh#6 一个女士手里拿着两个针在打毛线。
BgxgcBNT1eA_000191_000201#zh#7 一个人拿着两根大针头在用手缠绕针头上的纱线。
BgxgcBNT1eA_000191_000201#zh#8 一个带戒指的人演示用毛衣针编织蓝色的毛线。
BgxgcBNT1eA_000191_000201#zh#9 一双手拿着两根粗针，在织一根蓝色的毛线。
Nkwq2Jp2WaA_000110_000120#zh#0 一双手正在用竹签和黄色毛线练习编织。
Nkwq2Jp2WaA_000110_000120#zh#1 一位女人手里拿着针线，在仔细地做针织教学。
Nkwq2Jp2WaA_000110_000120#zh#2 一个人拿着两个签子正在织着一件东西。
Nkwq2Jp2WaA_000110_000120#zh#3 一双手正在用黄色毛线和毛线针编织物品。
Nkwq2Jp2WaA_000110_000120#zh#4 一双手在黑色桌子前，用两根竹签在引线。
Nkwq2Jp2WaA_000110_000120#zh#5 一个女士一边在讲解，一边巧妙的编织黄色的线。
Nkwq2Jp2WaA_000110_000120#zh#6 两只手拿着编织长细圆形物体拿着黄线。
Nkwq2Jp2WaA_000110_000120#zh#7 一个女人在非常细的织针上面缠绕黄色的线。
Nkwq2Jp2WaA_000110_000120#zh#8 两只手拿着木针在把黄色的线交织在一起。
Nkwq2Jp2WaA_000110_000120#zh#9 一位女士正在展示她是如何用两根针和一根黄色纱线编织的。
o6NRDIu4qrI_000115_000125#zh#0 一个穿着黑色衣服的人跟随着音乐跳着街舞。
o6NRDIu4qrI_000115_000125#zh#1 一个穿着连衣帽的男人在水泥地上练习着街舞的动作。
o6NRDIu4qrI_000115_000125#zh#2 一个带着帽子身穿黑色上衣的的在即兴跳舞。
o6NRDIu4qrI_000115_000125#zh#3 一个戴着连衣帽的男人在夜晚正在练习跳舞。
o6NRDIu4qrI_000115_000125#zh#4 一个穿着黑色上衣的人正在练习舞步。
o6NRDIu4qrI_000115_000125#zh#5 晚上空荡荡的停车场里，一个人在跳舞。
o6NRDIu4qrI_000115_000125#zh#6 一个人在空旷的地方，手脚舞动，身体不停的摇摆。
o6NRDIu4qrI_000115_000125#zh#7 一个穿着头套戴着帽子在停车场跳舞的家伙。
o6NRDIu4qrI_000115_000125#zh#8 一个穿着黑色衣服的男人正站在室内。
o6NRDIu4qrI_000115_000125#zh#9 一个人在停车场跳着奇怪的疯狂的舞蹈。
79SK43KrK-4_000016_000026#zh#0 一个穿着格子上衣戴帽子的男人在跳舞，旁边还站着一个穿白色短裤的男人。
79SK43KrK-4_000016_000026#zh#1 一个男人站在停车场上晃动着身体在跳舞。
79SK43KrK-4_000016_000026#zh#2 一个戴着帽子的男人正在随着音乐节奏舞动。
79SK43KrK-4_000016_000026#zh#3 在一个房间里一个人正在表演跳舞。
79SK43KrK-4_000016_000026#zh#4 一个穿蓝格衣服的人在跳舞后面站着一个人。
79SK43KrK-4_000016_000026#zh#5 一个男人正在玩一个游戏，与其他人把一些东西来回敲打。
79SK43KrK-4_000016_000026#zh#6 一个男人在房间里跳霹雳舞，然后他跪了下来。
79SK43KrK-4_000016_000026#zh#7 当一个人在跳舞的时候，两个男人正在车库里闲逛。
79SK43KrK-4_000016_000026#zh#8 一个穿着白色衣服的男人正在舞台上表演。
79SK43KrK-4_000016_000026#zh#9 在一个场所有里，有两个人一直在扭动着自己的身体，并且旁边有人在笑着。
3-kjbGxqSeE_000077_000087#zh#0 两个戴帽子的男人骑着三个轮子的帆车。
3-kjbGxqSeE_000077_000087#zh#1 两名男子在跑道上开着帆车向我们打招呼。
3-kjbGxqSeE_000077_000087#zh#2 一个穿着黑色短袖的男人，正骑着一个车在马路上行驶。
3-kjbGxqSeE_000077_000087#zh#3 在明亮的大地上，两辆带着帆的三轮车，在跑道上跑。
3-kjbGxqSeE_000077_000087#zh#4 有两个人坐着带帆的车子在跑道上面行驶。
3-kjbGxqSeE_000077_000087#zh#5 有两个人在马路上坐着一个有帆的卡丁车，还冲镜头挥手。
3-kjbGxqSeE_000077_000087#zh#6 两名男子乘坐两辆小型三轮汽车沿着一些沥青滑行。
3-kjbGxqSeE_000077_000087#zh#7 小型轻型车辆，在似乎是一场比赛中附有风帆。
3-kjbGxqSeE_000077_000087#zh#8 两个人乘坐着只有风力驱动的小型轮式车辆行驶在赛道上。
3-kjbGxqSeE_000077_000087#zh#9 两个人骑带着帆的三个轮子的车子上，前面一个人用两个轮子在地上行驶。
vbQ2x8_9giw_000095_000105#zh#0 一辆带着白黑绿色旗帜的黑色小车在平稳的地上行驶。
vbQ2x8_9giw_000095_000105#zh#1 一艘微型电动帆船玩具行驶在海边的空地上。
vbQ2x8_9giw_000095_000105#zh#2 一个插着旗子的遥控汽车在沙滩边开着，海边有好多人。
vbQ2x8_9giw_000095_000105#zh#3 一个飞行器被放在草地上，然后逐渐地飞向空中。
vbQ2x8_9giw_000095_000105#zh#4 在一个宽阔的海边上，有很多人在海边上玩耍。
vbQ2x8_9giw_000095_000105#zh#5 一个有轮子的物体在海滩区上来回舞动。
vbQ2x8_9giw_000095_000105#zh#6 一个远程控制的帆船玩具正在沙滩上行走。
vbQ2x8_9giw_000095_000105#zh#7 一个人正在测试BAT1并看到它的优点和缺点。
vbQ2x8_9giw_000095_000105#zh#8 一个人操作着一个无人机在一片空地上滑行。
vbQ2x8_9giw_000095_000105#zh#9 一个人正在用车轮上的装置在陆地上航行。
3PKi-hiB7YA_000113_000123#zh#0 在一望无际的海面上，一个男人正在海上骑一辆扬帆的小车。
3PKi-hiB7YA_000113_000123#zh#1 在大海中，一个男人正使用帆船滑行向终点驶去。
3PKi-hiB7YA_000113_000123#zh#2 一个穿着短袖戴着安全帽的人在海边玩他的帆车。
3PKi-hiB7YA_000113_000123#zh#3 一个男人躺在水上滑翔机上在海面滑行。
3PKi-hiB7YA_000113_000123#zh#4 在一个宽敞的海边，有一个男人在海里做着小帆船。
3PKi-hiB7YA_000113_000123#zh#5 一名骑着三轮车的滑浪运动员在失去平衡的情况下穿越海浪。
3PKi-hiB7YA_000113_000123#zh#6 一个人正在沿着海滩乘坐有帆的三轮车。
3PKi-hiB7YA_000113_000123#zh#7 一名男子骑着一辆自行车和一艘帆在浅水中航行。
3PKi-hiB7YA_000113_000123#zh#8 一名男子在水中使用土地风帆冲浪者, 当海浪击中他时失败了。
3PKi-hiB7YA_000113_000123#zh#9 一个年轻人戴着头盔在海滩上筑起了一个沙丘。
O0ymrFvrgYY_000130_000140#zh#0 一个短头发男人正在和一个白色头发的女人拥抱。
O0ymrFvrgYY_000130_000140#zh#1 一个男人与坐在轮椅上的老奶奶互相拥抱，两名女人做出惊恐的表情。
O0ymrFvrgYY_000130_000140#zh#2 一位老人向一名男子伸出手两人欢快的拥抱在一起，两女子看后惊讶的笑着。
O0ymrFvrgYY_000130_000140#zh#3 一个穿灰色连帽衫的男人拥抱了一个白头发的女人。
O0ymrFvrgYY_000130_000140#zh#4 有一个人和另外一个人拥抱了一下，还有两个女人同时惊讶了一下。
O0ymrFvrgYY_000130_000140#zh#5 一个男人正在拥抱一位老妇人，然后两个女人正在微笑着看着某样东西。
O0ymrFvrgYY_000130_000140#zh#6 一位年轻的男子拥抱了一位老太太。
O0ymrFvrgYY_000130_000140#zh#7 一个男人拥抱了一个年长的女人，然后又让两个年轻的女人感到惊讶。
O0ymrFvrgYY_000130_000140#zh#8 某种聚会, 一个男人抱着一个年长的女人。
O0ymrFvrgYY_000130_000140#zh#9 一位男子和一位坐在轮椅上的年长女士拥抱。两位女士感到惊讶并张开嘴巴。
d5TYy52mMHk_000006_000016#zh#0 一个人在逗弄一个小婴儿，让小婴儿大笑。
d5TYy52mMHk_000006_000016#zh#1 小婴儿躺在地板上，张着大嘴，哈哈地笑个不停。
d5TYy52mMHk_000006_000016#zh#2 在一个房间里，一个人正躺在地上笑。
d5TYy52mMHk_000006_000016#zh#3 一个小孩躺在地板上,正在高兴的大笑。
d5TYy52mMHk_000006_000016#zh#4 一个小孩长着大嘴巴在笑，露出还没长出牙齿的牙龈。
d5TYy52mMHk_000006_000016#zh#5 一个婴儿张开大嘴巴，不停的哈哈大笑。
d5TYy52mMHk_000006_000016#zh#6 一个婴儿正在被人挠着痒不停的大笑着。
d5TYy52mMHk_000006_000016#zh#7 一个躺在地板上的婴儿被一个人逗得大笑。
d5TYy52mMHk_000006_000016#zh#8 一个小婴儿躺在地上, 笑着, 他把他逗笑了。
d5TYy52mMHk_000006_000016#zh#9 一个人一直在给一个小孩挠痒，并且这个小孩一直在笑。
S2Mkf6NTrM4_000022_000032#zh#0 白天的户外，一些人，开着卡丁车，在跑道上行驶。
S2Mkf6NTrM4_000022_000032#zh#1 五个人在跑道里开车，同时有一个穿橘色马甲的人在跑道旁观看。
S2Mkf6NTrM4_000022_000032#zh#2 一群人开着四个轮子的车子在室外的场地上赛车。
S2Mkf6NTrM4_000022_000032#zh#3 一群小孩子正在一片空地上开着卡丁车。
S2Mkf6NTrM4_000022_000032#zh#4 一个穿着一件白色上衣的人正在骑车。
S2Mkf6NTrM4_000022_000032#zh#5 一群人正在赛车道上骑着拖拉机在环形赛道上兜风。
S2Mkf6NTrM4_000022_000032#zh#6 一群人正在用拖拉机比赛，旁边的人群在为他们加油。
S2Mkf6NTrM4_000022_000032#zh#7 一群人驾驶迷你车在泥土的赛道上比赛。
S2Mkf6NTrM4_000022_000032#zh#8 一群人正在用割草机比赛，而人们正在看着他们。
S2Mkf6NTrM4_000022_000032#zh#9 一组割草车手骑着推车在一条土路上绕着圈赛跑。
fGuGmBLkWKg_000034_000044#zh#0 一个男人蹲在地面上，使用砖头对地板进行装修。
fGuGmBLkWKg_000034_000044#zh#1 地面上摆着很多排红色的砖头，一位工人继续将他们摆放开。
fGuGmBLkWKg_000034_000044#zh#2 一群人在堆满砖头的地方观看着什么。
fGuGmBLkWKg_000034_000044#zh#3 有很多人站在地板上面，有的人蹲下来在摸地上的地板。
fGuGmBLkWKg_000034_000044#zh#4 一个人正在用砖头将凹下去的地面铺平。
fGuGmBLkWKg_000034_000044#zh#5 男人们站在一个凹陷的地面上填满了一些有雕刻的砖头。
fGuGmBLkWKg_000034_000044#zh#6 一群人在展示躺在地上带有文字的红砖。
fGuGmBLkWKg_000034_000044#zh#7 一个男人正在地板中间建造一个砖地基。
fGuGmBLkWKg_000034_000044#zh#8 一群人正在放置有字迹的砖块，以便做成一条走道。
fGuGmBLkWKg_000034_000044#zh#9 一个男人在一个小空间里铺一些有字母的砖。
f_lSThX3i_A_000025_000035#zh#0 一个男人在建筑工地上沿线砌砖，边工作边和同伴说话。
f_lSThX3i_A_000025_000035#zh#1 一个戴着帽子的工人正在给一堵墙的外围用砖围起来。
f_lSThX3i_A_000025_000035#zh#2 一个男子从旁边拿砖块放到另一边进行砌墙。
f_lSThX3i_A_000025_000035#zh#3 一个戴着帽子的男子在室外手里拿着砖和工具，在工作。
f_lSThX3i_A_000025_000035#zh#4 一个黄色衣服的男人正在拿工具砌墙。
f_lSThX3i_A_000025_000035#zh#5 一个戴着建筑帽的人熟练地认真在铺砖墙。
f_lSThX3i_A_000025_000035#zh#6 一个男人右手拿着工具左手拿着砖一边说话一边把砖放下。
f_lSThX3i_A_000025_000035#zh#7 一名建筑工人正在把砖块砌放在建筑物的一侧。
f_lSThX3i_A_000025_000035#zh#8 一个戴着头盔的人展示了用砖头和灰泥铺砖墙。
f_lSThX3i_A_000025_000035#zh#9 一个男人一手拿工具一手拿砖在砌墙。
OopGmHDZI2M_000090_000100#zh#0 一群人在野外将一个包裹合力放入坑中，随后一名男子在接受电视台采访。
OopGmHDZI2M_000090_000100#zh#1 一群人手捧着一个盒子，将它放置在地底下，并开心地鼓掌。
OopGmHDZI2M_000090_000100#zh#2 在一个阳光明媚的天气，一群人围在一起。
OopGmHDZI2M_000090_000100#zh#3 在阳光明媚的日子里，一个穿着白色衣服的人在接受采访。
OopGmHDZI2M_000090_000100#zh#4 一群人围成一团戴着花环共同把一个盒子放进坑里。一个男人在接受采访。
OopGmHDZI2M_000090_000100#zh#5 在一个草坪上面，一群人正在放着一个东西。
OopGmHDZI2M_000090_000100#zh#6 一群人一起把一个物品慢慢的放在地上。
OopGmHDZI2M_000090_000100#zh#7 一群孩子正在把一些东西放在地上, 然后一个男人在接受采访。
OopGmHDZI2M_000090_000100#zh#8 几个孩子在周围人的掌声中把东西放在了地上。
OopGmHDZI2M_000090_000100#zh#9 一群成年人和儿童在外面作为一个小团体聚集在一起，正在将一个物体放入地下。
8Z4mPltOS5A_000024_000034#zh#0 一个男人用手推的独轮车接机器里搅拌好的建筑材料。
8Z4mPltOS5A_000024_000034#zh#1 一个男人推着手推车在搅拌车前接料。
8Z4mPltOS5A_000024_000034#zh#2 一个搅拌水泥的罐车将水泥放进小推车里。
8Z4mPltOS5A_000024_000034#zh#3 在一座小房子旁边有一辆车子将混凝土倒进了一个男人操作的小推车里。
8Z4mPltOS5A_000024_000034#zh#4 一个人在用推车接水泥罐里输送出来的水泥。
8Z4mPltOS5A_000024_000034#zh#5 一台水泥搅拌机正慢慢地小心翼翼地将一些水泥倒进手推车里。
8Z4mPltOS5A_000024_000034#zh#6 一个人扶着手推车在搅拌机后面等着水泥落下来装在手推车里。
8Z4mPltOS5A_000024_000034#zh#7 一辆混凝土卡车将混凝土装进手推车, 一名男子拿起手推车的把手。
8Z4mPltOS5A_000024_000034#zh#8 一名男子手持一辆手推车，由一辆搅拌车装满了水泥。
8Z4mPltOS5A_000024_000034#zh#9 一名男子双手握着手推车，旁边的车在装水泥。
xrOdt9rrdcM_000003_000013#zh#0 一群人在阳光下借助各种工具来给地铺水泥。
xrOdt9rrdcM_000003_000013#zh#1 一群工人在大热的天气里有序的施工修路。
xrOdt9rrdcM_000003_000013#zh#2 一群戴着帽子的人正在用工具把地上的水泥弄平。
xrOdt9rrdcM_000003_000013#zh#3 在天气晴朗的户外，几个人正在把路面弄得平整。
xrOdt9rrdcM_000003_000013#zh#4 一个穿着蓝色衣服的人正在地上挖东西。
xrOdt9rrdcM_000003_000013#zh#5 五个人把湿的混凝土放在一个框架里，一个人指挥斜槽倾倒混凝土。
xrOdt9rrdcM_000003_000013#zh#6 一些工人正在使用各种工具往地面上灌注泥浆。
xrOdt9rrdcM_000003_000013#zh#7 几个男人手里拿着什么东西, 一边把混凝土铺在水面上。
xrOdt9rrdcM_000003_000013#zh#8 一队人正在户外浇灌混凝土并且把它弄平。
xrOdt9rrdcM_000003_000013#zh#9 一支建筑工人队伍把水泥铺成地基，然后把水泥整平整。
plIJXZF0eqk_000228_000238#zh#0 一个女人在用泥抹子慢慢地涂抹地上的水泥。
plIJXZF0eqk_000228_000238#zh#1 一个女人用铁板将倒在地上的水泥铺平。
plIJXZF0eqk_000228_000238#zh#2 一个带手环的人正在另一个人的旁边涂抹地板。
plIJXZF0eqk_000228_000238#zh#3 两个人蹲在房间地板上涂抹着油漆。
plIJXZF0eqk_000228_000238#zh#4 一个穿着黑色衣服的人正在抹地面。
plIJXZF0eqk_000228_000238#zh#5 一个男人和一个女人谈论和展示浇注自流平水泥。
plIJXZF0eqk_000228_000238#zh#6 一个男人和一个女人正在房间里给地板打蜡。
plIJXZF0eqk_000228_000238#zh#7 一个女人正在用刮板给地面铺设混凝土，一个男人在和她说话。
plIJXZF0eqk_000228_000238#zh#8 一位女士正在一间空房间内铺设新创造的地板。
plIJXZF0eqk_000228_000238#zh#9 一个年轻女子拿着工具在室内地面上工作，旁边站着一个男人。
Dqg_m36iVuM_000081_000091#zh#0 一个穿红衣服的男人正在山坡上挖土，旁边有人看着。
Dqg_m36iVuM_000081_000091#zh#1 一个红色上衣的男人拿着铁锹在铲土。
Dqg_m36iVuM_000081_000091#zh#2 一个穿红色衣服的男子拿着铁锹在野外挖东西。
Dqg_m36iVuM_000081_000091#zh#3 明亮宽敞的室外，一个男人正在铲土。
Dqg_m36iVuM_000081_000091#zh#4 一个穿红色衣服的人用铁锹铲着土，旁边站着一个人。
Dqg_m36iVuM_000081_000091#zh#5 一些人在外面工作，其中一个在石墙旁边挖洞，其他人走来走去，而另外一个人在谈论他们在做什么。
Dqg_m36iVuM_000081_000091#zh#6 一个穿着红色衣服的男人正拿着铲子在树林里挖一条沟。
Dqg_m36iVuM_000081_000091#zh#7 一个人在铲着一些碎石，另一个男人在旁边看。
Dqg_m36iVuM_000081_000091#zh#8 一个人在泥土中挖掘，另一个人站在岩石上。
Dqg_m36iVuM_000081_000091#zh#9 一群男人正在用石子砌成一堵石墙。
uhziJEu3Xmo_000026_000036#zh#0 一个人往地板上到了白色的乳液，然后又把地板擦干净。
uhziJEu3Xmo_000026_000036#zh#1 一个人把白色泥浆倒在地板上，然后用刷子刷匀，最后用水冲洗。
